# Constructed from biom file
#OTU ID	B1C1a	B1C2a	B1C3a	B1C4a	B1O2b	B1O1b	taxonomy	KEGG_Description
K03060	442.0	495.0	506.0	725.0	922.0	678.0	0.0	DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]
K13809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	UMP-CMP kinase 2, mitochondrial [EC:2.7.4.14]
K10948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	hemolysin
K09607	155.0	106.0	86.0	155.0	162.0	133.0	0.0	immune inhibitor A [EC:3.4.24.-]
K06125	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4-hydroxybenzoate hexaprenyltransferase [EC:2.5.1.-]
K04337	0.0	0.0	0.0	0.0	8.0	0.0	0.0	curli production assembly/transport component CsgE
K06120	0.0	0.0	0.0	0.0	0.0	4.0	0.0	glycerol dehydratase large subunit [EC:4.2.1.30]
K06121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	glycerol dehydratase medium subunit [EC:4.2.1.30]
K04336	0.0	0.0	0.0	0.0	8.0	0.0	0.0	curli production protein
K01127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	glycosylphosphatidylinositol phospholipase D [EC:3.1.4.50]
K09703	151.0	146.0	125.0	356.0	221.0	186.0	0.0	hypothetical protein
K00004	13.0	9.0	7.0	29.0	10.0	17.0	0.0	(R,R)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.303]
K14699	2.0	4.0	1.0	16.0	6.0	1.0	0.0	ATP-binding cassette, subfamily B, bacterial IrtB [EC:3.6.3.-]
K09702	43.0	26.0	29.0	39.0	63.0	61.0	0.0	hypothetical protein
K14698	2.0	4.0	1.0	16.0	6.0	1.0	0.0	ATP-binding cassette, subfamily B, bacterial IrtA [EC:3.6.3.-]
K05311	11.0	15.0	17.0	34.0	38.0	22.0	0.0	central glycolytic genes regulator
K13829	316.0	265.0	169.0	504.0	331.0	285.0	0.0	shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4]
K10943	24.0	24.0	40.0	42.0	61.0	61.0	0.0	two component system, response regulator FlrC
K07291	102.0	70.0	23.0	105.0	50.0	42.0	0.0	None
K07290	12.0	10.0	15.0	13.0	28.0	13.0	0.0	hypothetical protein
K10206	184.0	195.0	158.0	304.0	367.0	283.0	0.0	LL-diaminopimelate aminotransferase [EC:2.6.1.83]
K10202	32.0	20.0	25.0	33.0	45.0	44.0	0.0	N-acetylglucosamine transport system permease protein
K10208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	dehydrosqualene synthase [EC:2.5.1.-]
K10209	2.0	4.0	7.0	14.0	7.0	4.0	0.0	dehydrosqualene desaturase [EC:1.14.99.-]
K01966	594.0	719.0	659.0	1086.0	1094.0	770.0	0.0	propionyl-CoA carboxylase beta chain [EC:6.4.1.3]
K01965	109.0	132.0	159.0	135.0	270.0	189.0	0.0	propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]
K01964	2.0	2.0	2.0	3.0	6.0	5.0	0.0	acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]
K01963	646.0	670.0	599.0	964.0	1086.0	792.0	0.0	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2]
K01962	497.0	540.0	480.0	682.0	883.0	581.0	0.0	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2]
K01961	1274.0	1298.0	1094.0	1721.0	2082.0	1513.0	0.0	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2]; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]
K01960	48.0	69.0	64.0	73.0	79.0	73.0	0.0	pyruvate carboxylase subunit B [EC:6.4.1.1]
K01969	217.0	224.0	203.0	450.0	355.0	277.0	0.0	3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]
K01968	74.0	76.0	94.0	81.0	167.0	119.0	0.0	3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]
K07749	443.0	420.0	447.0	636.0	799.0	639.0	0.0	formyl-CoA transferase [EC:2.8.3.16]
K07748	41.0	58.0	62.0	58.0	132.0	73.0	0.0	sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.170]
K07741	2.0	2.0	2.0	3.0	8.0	7.0	0.0	anti-repressor protein
K07740	1.0	0.0	1.0	0.0	8.0	0.0	0.0	regulator of sigma D
K07743	8.0	5.0	14.0	4.0	6.0	27.0	0.0	hypothetical protein
K07742	317.0	239.0	211.0	343.0	441.0	355.0	0.0	hypothetical protein
K07745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	hypothetical protein
K07744	2.0	2.0	0.0	4.0	4.0	2.0	0.0	hypothetical protein
K07746	171.0	241.0	217.0	303.0	397.0	207.0	0.0	hypothetical protein
K01299	217.0	201.0	150.0	351.0	309.0	201.0	0.0	carboxypeptidase Taq [EC:3.4.17.19]
K01295	540.0	534.0	415.0	869.0	747.0	534.0	0.0	glutamate carboxypeptidase [EC:3.4.17.11]
K01297	240.0	297.0	314.0	350.0	536.0	349.0	0.0	muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]
K02922	2.0	2.0	1.0	4.0	4.0	2.0	0.0	large subunit ribosomal protein L37e
K05603	77.0	74.0	47.0	154.0	126.0	82.0	0.0	formimidoylglutamate deiminase [EC:3.5.3.13]
K02921	2.0	2.0	1.0	6.0	4.0	4.0	0.0	large subunit ribosomal protein L37Ae
K02926	670.0	685.0	622.0	964.0	1120.0	842.0	0.0	large subunit ribosomal protein L4
K05607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	methylglutaconyl-CoA hydratase [EC:4.2.1.18]
K02924	2.0	2.0	0.0	4.0	4.0	2.0	0.0	large subunit ribosomal protein L39e
K05605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]
K02928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	large subunit ribosomal protein L41e
K02929	2.0	2.0	0.0	4.0	4.0	2.0	0.0	large subunit ribosomal protein L44e
K00216	123.0	123.0	87.0	292.0	178.0	130.0	0.0	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]
K00217	13.0	15.0	11.0	18.0	26.0	21.0	0.0	maleylacetate reductase [EC:1.3.1.32]
K00214	0.0	2.0	2.0	0.0	20.0	2.0	0.0	biliverdin reductase [EC:1.3.1.24]
K00215	796.0	824.0	739.0	1218.0	1387.0	1005.0	0.0	dihydrodipicolinate reductase [EC:1.3.1.26]
K00213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7-dehydrocholesterol reductase [EC:1.3.1.21]
K00210	22.0	18.0	20.0	34.0	60.0	26.0	0.0	prephenate dehydrogenase [EC:1.3.1.12]
K00211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	prephenate dehydrogenase (NADP+) [EC:1.3.1.13]
K00218	54.0	58.0	25.0	154.0	82.0	39.0	0.0	protochlorophyllide reductase [EC:1.3.1.33]
K00219	138.0	155.0	134.0	267.0	240.0	162.0	0.0	2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]
K01035	2.0	2.0	1.0	1.0	5.0	3.0	0.0	acetate CoA-transferase beta subunit [EC:2.8.3.8]
K01034	14.0	21.0	21.0	30.0	35.0	23.0	0.0	acetate CoA-transferase alpha subunit [EC:2.8.3.8]
K04517	708.0	701.0	563.0	997.0	1030.0	781.0	0.0	prephenate dehydrogenase [EC:1.3.1.12]
K01740	633.0	503.0	475.0	770.0	855.0	794.0	0.0	O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]
K01031	76.0	68.0	52.0	175.0	98.0	81.0	0.0	3-oxoadipate CoA-transferase, alpha subunit [EC:2.8.3.6]
K01746	6.0	5.0	8.0	5.0	20.0	9.0	0.0	formiminotetrahydrofolate cyclodeaminase [EC:4.3.1.4]
K01745	362.0	412.0	429.0	580.0	669.0	487.0	0.0	histidine ammonia-lyase [EC:4.3.1.3]
K01744	247.0	324.0	283.0	395.0	456.0	335.0	0.0	aspartate ammonia-lyase [EC:4.3.1.1]
K01749	641.0	687.0	618.0	967.0	1111.0	821.0	0.0	hydroxymethylbilane synthase [EC:2.5.1.61]
K01039	103.0	106.0	157.0	115.0	229.0	203.0	0.0	glutaconate CoA-transferase, subunit A [EC:2.8.3.12]
K04518	488.0	503.0	412.0	769.0	709.0	517.0	0.0	prephenate dehydratase [EC:4.2.1.51]
K09591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	probable steroid reductase DET2 [EC:1.3.99.-]
K14129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	aromatic prenyltransferase [EC:2.5.1.-]
K14128	10.0	15.0	23.0	31.0	19.0	36.0	0.0	F420-non-reducing hydrogenase subunit G [EC:1.12.99.-]
K14121	0.0	0.0	0.0	2.0	2.0	1.0	0.0	energy-converting hydrogenase B subunit L
K14120	0.0	0.0	0.0	2.0	2.0	1.0	0.0	energy-converting hydrogenase B subunit K
K14123	0.0	0.0	0.0	2.0	2.0	1.0	0.0	energy-converting hydrogenase B subunit N
K14122	0.0	0.0	0.0	2.0	2.0	1.0	0.0	energy-converting hydrogenase B subunit M
K14125	0.0	0.0	0.0	2.0	2.0	1.0	0.0	energy-converting hydrogenase B subunit P
K14124	0.0	0.0	0.0	2.0	2.0	1.0	0.0	energy-converting hydrogenase B subunit O
K14127	17.0	21.0	42.0	40.0	25.0	66.0	0.0	F420-non-reducing hydrogenase iron-sulfur subunit D [EC:1.12.99.-]
K14126	22.0	26.0	32.0	40.0	54.0	61.0	0.0	F420-non-reducing hydrogenase subunit A [EC:1.12.99.-]
K03521	740.0	744.0	729.0	1090.0	1207.0	964.0	0.0	electron transfer flavoprotein beta subunit
K03520	242.0	225.0	237.0	373.0	405.0	361.0	0.0	carbon-monoxide dehydrogenase large subunit [EC:1.2.99.2]
K03523	470.0	441.0	380.0	697.0	631.0	512.0	0.0	putative biotin biosynthesis protein BioY
K03522	784.0	783.0	743.0	1222.0	1256.0	994.0	0.0	electron transfer flavoprotein alpha subunit
K03525	635.0	657.0	594.0	961.0	1053.0	800.0	0.0	type III pantothenate kinase [EC:2.7.1.33]
K03524	746.0	787.0	704.0	1071.0	1273.0	954.0	0.0	BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]
K03527	681.0	703.0	634.0	1013.0	1167.0	879.0	0.0	4-hydroxy-3-methylbut-2-enyl diphosphate reductase [EC:1.17.1.2]
K03526	636.0	664.0	598.0	940.0	1066.0	801.0	0.0	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1]
K03529	639.0	648.0	592.0	930.0	1036.0	798.0	0.0	chromosome segregation protein
K03528	1.0	0.0	2.0	0.0	12.0	0.0	0.0	cell division protein ZipA
K06338	0.0	1.0	0.0	0.0	1.0	0.0	0.0	spore coat protein SA
K02217	47.0	27.0	30.0	41.0	69.0	58.0	0.0	ferritin [EC:1.16.3.1]
K03299	58.0	54.0	75.0	55.0	170.0	115.0	0.0	gluconate:H+ symporter, GntP family
K03298	26.0	21.0	34.0	32.0	54.0	34.0	0.0	drug/metabolite transporter, DME family
K13472	1.0	3.0	3.0	0.0	10.0	0.0	0.0	sulfotransferase
K03293	50.0	46.0	62.0	81.0	152.0	91.0	0.0	amino acid transporter, AAT family
K03292	151.0	78.0	75.0	125.0	244.0	215.0	0.0	glycoside/pentoside/hexuronide:cation symporter, GPH family
K03291	14.0	12.0	11.0	18.0	43.0	10.0	0.0	MFS transporter, SET family, sugar efflux transporter
K03290	3.0	4.0	3.0	1.0	3.0	2.0	0.0	MFS transporter, SHS family, sialic acid transporter
K03297	112.0	110.0	126.0	173.0	217.0	183.0	0.0	small multidrug resistance protein, SMR family
K03296	1191.0	1509.0	1400.0	1751.0	2633.0	1680.0	0.0	hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family
K03295	607.0	631.0	589.0	876.0	1013.0	739.0	0.0	cation efflux system protein, CDF family
K03294	1335.0	1632.0	1409.0	2322.0	2281.0	1529.0	0.0	basic amino acid/polyamine antiporter, APA family
K13009	3.0	3.0	6.0	21.0	5.0	6.0	0.0	O-antigen polymerase
K12690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	adhesin Hsf
K09743	1.0	1.0	0.0	2.0	2.0	1.0	0.0	hypothetical protein
K06022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	molybdate-transporting ATPase [EC:3.6.3.29]
K07190	1.0	6.0	4.0	3.0	34.0	4.0	0.0	phosphorylase kinase alpha/beta subunit
K06021	13.0	16.0	8.0	26.0	19.0	12.0	0.0	phosphate-transporting ATPase [EC:3.6.3.27]
K07192	258.0	231.0	186.0	303.0	391.0	250.0	0.0	flotillin
K06020	75.0	93.0	67.0	119.0	177.0	99.0	0.0	sulfate-transporting ATPase [EC:3.6.3.25]
K06027	8.0	8.0	11.0	11.0	22.0	17.0	0.0	vesicle-fusing ATPase [EC:3.6.4.6]
K06026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
K09744	39.0	53.0	38.0	48.0	129.0	60.0	0.0	hypothetical protein
K07991	2.0	2.0	1.0	4.0	4.0	2.0	0.0	archaeal preflagellin peptidase FlaK
K08749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	solute carrier family 27 (fatty acid transporter), member 6
K09835	0.0	6.0	3.0	3.0	28.0	3.0	0.0	carotenoid isomerase [EC:5.-.-.-]
K09834	0.0	6.0	3.0	3.0	26.0	3.0	0.0	tocopherol cyclase
K10439	1103.0	1072.0	951.0	2060.0	1704.0	1434.0	0.0	ribose transport system substrate-binding protein
K06351	2.0	6.0	11.0	18.0	14.0	7.0	0.0	inhibitor of KinA
K09833	0.0	6.0	3.0	3.0	26.0	3.0	0.0	homogenitisate phytyltransferase
K10925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MSHA pilin protein MshB
K10924	2.0	4.0	5.0	2.0	18.0	7.0	0.0	MSHA pilin protein MshA
K10927	0.0	1.0	2.0	1.0	2.0	1.0	0.0	MSHA pilin protein MshD
K10926	0.0	1.0	2.0	1.0	2.0	1.0	0.0	MSHA pilin protein MshC
K10923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AraC family transcriptional regulator, TCP pilus virulence regulatory protein
K10922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	transmembrane regulatory protein ToxS
K09629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	protease, serine, 33
K10697	0.0	6.0	3.0	3.0	28.0	3.0	0.0	two-component system, OmpR family, response regulator RpaA
K00179	129.0	123.0	141.0	238.0	228.0	223.0	0.0	indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]
K00172	85.0	102.0	112.0	142.0	148.0	148.0	0.0	pyruvate ferredoxin oxidoreductase, gamma subunit [EC:1.2.7.1]
K00171	28.0	24.0	31.0	51.0	42.0	55.0	0.0	pyruvate ferredoxin oxidoreductase, delta subunit [EC:1.2.7.1]
K00170	74.0	92.0	111.0	144.0	141.0	143.0	0.0	pyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.1]
K00177	172.0	191.0	191.0	245.0	298.0	242.0	0.0	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]
K00176	316.0	392.0	357.0	500.0	535.0	385.0	0.0	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]
K00175	641.0	713.0	641.0	987.0	1119.0	829.0	0.0	2-oxoglutarate ferredoxin oxidoreductase subunit beta [EC:1.2.7.3]
K00174	633.0	711.0	639.0	984.0	1112.0	809.0	0.0	2-oxoglutarate ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3]
K13478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	type III effector protein PopP2
K14338	159.0	138.0	79.0	190.0	197.0	135.0	0.0	cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 1.6.2.4]
K14339	33.0	33.0	54.0	41.0	92.0	67.0	0.0	alpha-1,6-mannosyltransferase [EC:2.4.1.-]
K14335	51.0	53.0	64.0	67.0	163.0	104.0	0.0	alpha-1,6-mannosyltransferase [EC:2.4.1.-]
K14337	8.0	13.0	10.0	24.0	29.0	11.0	0.0	alpha-1,6-mannosyltransferase [EC:2.4.1.-]
K14330	0.0	6.0	3.0	3.0	28.0	3.0	0.0	fatty aldehyde-generating acyl-ACP reductase
K14331	0.0	6.0	3.0	3.0	28.0	3.0	0.0	fatty aldehyde decarbonylase
K14333	6.0	14.0	7.0	6.0	20.0	5.0	0.0	2,3-dihydroxybenzoate decarboxylase [EC:4.1.1.46]
K08918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chlorophyll a/b binding light-harvesting protein PcbA
K13479	18.0	8.0	1.0	12.0	10.0	30.0	0.0	xanthine dehydrogenase FAD-binding subunit [EC:1.17.1.4]
K04078	920.0	984.0	897.0	1391.0	1640.0	1207.0	0.0	chaperonin GroES
K04079	281.0	291.0	274.0	344.0	574.0	427.0	0.0	molecular chaperone HtpG
K04076	12.0	15.0	10.0	28.0	38.0	22.0	0.0	Lon-like ATP-dependent protease [EC:3.4.21.-]
K04077	1066.0	1153.0	975.0	1500.0	1840.0	1280.0	0.0	chaperonin GroEL
K04074	43.0	43.0	63.0	75.0	105.0	110.0	0.0	cell division initiation protein
K04075	625.0	642.0	564.0	917.0	1037.0	761.0	0.0	tRNA(Ile)-lysidine synthase [EC:6.3.4.-]
K04072	222.0	239.0	201.0	313.0	357.0	286.0	0.0	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]
K04073	177.0	188.0	180.0	395.0	346.0	235.0	0.0	acetaldehyde dehydrogenase [EC:1.2.1.10]
K04070	78.0	48.0	68.0	85.0	93.0	149.0	0.0	putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]
K04071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6-pyruvoyltetrahydropterin 2'-reductase [EC:1.1.1.220]
K14597	62.0	106.0	90.0	138.0	117.0	86.0	0.0	chlorobactene glucosyltransferase
K13318	0.0	0.0	0.0	1.0	0.0	0.0	0.0	dTDP-4-keto-6-deoxy-L-hexose 4-reductase
K08280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	lipopolysaccharide O-acetyltransferase [EC:2.3.1.-]
K13641	399.0	412.0	339.0	922.0	604.0	490.0	0.0	IclR family transcriptional regulator, acetate operon repressor
K13640	644.0	588.0	429.0	932.0	696.0	545.0	0.0	MerR family transcriptional regulator, heat shock protein HspR
K13643	24.0	28.0	30.0	12.0	73.0	46.0	0.0	Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor
K13642	2.0	4.0	2.0	2.0	6.0	4.0	0.0	CRP/FNR family transcriptional regulator, transcriptional activator FtrB
K02027	4430.0	3531.0	2409.0	5428.0	4408.0	3922.0	0.0	multiple sugar transport system substrate-binding protein
K02026	5634.0	4350.0	2838.0	6728.0	5177.0	4761.0	0.0	multiple sugar transport system permease protein
K02025	5564.0	4283.0	2833.0	6611.0	5176.0	4793.0	0.0	multiple sugar transport system permease protein
K02024	37.0	33.0	34.0	21.0	137.0	78.0	0.0	maltoporin
K02023	392.0	391.0	386.0	536.0	663.0	478.0	0.0	multiple sugar transport system ATP-binding protein
K02022	111.0	140.0	156.0	143.0	426.0	213.0	0.0	None
K02021	88.0	95.0	124.0	129.0	206.0	164.0	0.0	putative ABC transport system ATP-binding protein
K02020	701.0	730.0	637.0	1077.0	1144.0	870.0	0.0	molybdate transport system substrate-binding protein
K02029	715.0	678.0	702.0	999.0	1227.0	977.0	0.0	polar amino acid transport system permease protein
K02028	545.0	459.0	454.0	683.0	854.0	746.0	0.0	polar amino acid transport system ATP-binding protein [EC:3.6.3.21]
K03886	130.0	164.0	123.0	241.0	293.0	152.0	0.0	menaquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.-]
K03887	40.0	43.0	30.0	161.0	51.0	36.0	0.0	menaquinol-cytochrome c reductase cytochrome b subunit; menaquinol-cytochrome c reductase cytochrome b subunit [EC:1.10.2.-]
K03884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NADH-ubiquinone oxidoreductase chain 6 [EC:1.6.5.3]; NADH dehydrogenase I subunit 6 [EC:1.6.5.3]
K03885	931.0	953.0	807.0	1329.0	1510.0	1008.0	0.0	NADH dehydrogenase [EC:1.6.99.3]
K03881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NADH-ubiquinone oxidoreductase chain 4 [EC:1.6.5.3]; NADH dehydrogenase I subunit 4 [EC:1.6.5.3]
K03888	38.0	40.0	24.0	140.0	46.0	30.0	0.0	menaquinol-cytochrome c reductase cytochrome b/c subunit [EC:1.10.2.-]; menaquinol-cytochrome c reductase cytochrome b/c subunit
K03889	74.0	70.0	80.0	127.0	144.0	117.0	0.0	ubiquinol-cytochrome c reductase cytochrome c subunit
K12998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	glucosyltransferase [EC:2.4.1.-]
K12999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	glucosyltransferase [EC:2.4.1.-]
K12992	18.0	4.0	4.0	4.0	5.0	24.0	0.0	rhamnosyltransferase [EC:2.4.1.-]
K12993	0.0	1.0	3.0	0.0	1.0	1.0	0.0	alpha-1,2-rhamnosyltransferase [EC:2.4.1.-]
K12990	2.0	5.0	8.0	6.0	18.0	5.0	0.0	rhamnosyltransferase [EC:2.4.1.-]
K12991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	rhamnosyltransferase [EC:2.4.1.-]
K12996	2.0	0.0	0.0	0.0	1.0	2.0	0.0	rhamnosyltransferase [EC:2.4.1.-]
K12997	0.0	0.0	0.0	0.0	1.0	4.0	0.0	rhamnosyltransferase [EC:2.4.1.-]
K12994	21.0	29.0	28.0	37.0	70.0	43.0	0.0	alpha-1,3-rhamnosyltransferase [EC:2.4.1.-]
K12995	50.0	56.0	58.0	58.0	108.0	73.0	0.0	rhamnosyltransferase [EC:2.4.1.-]
K08979	2.0	2.0	0.0	4.0	3.0	2.0	0.0	putative membrane protein
K08978	230.0	299.0	242.0	347.0	397.0	278.0	0.0	putative membrane protein
K03088	13456.0	13935.0	11557.0	20370.0	21666.0	15049.0	0.0	RNA polymerase sigma-70 factor, ECF subfamily
K03089	143.0	137.0	144.0	134.0	336.0	244.0	0.0	RNA polymerase sigma-32 factor
K03086	1853.0	1744.0	1373.0	2494.0	2560.0	1931.0	0.0	RNA polymerase primary sigma factor
K03087	28.0	58.0	39.0	74.0	209.0	57.0	0.0	RNA polymerase nonessential primary-like sigma factor
K08971	2.0	2.0	0.0	4.0	4.0	2.0	0.0	putative membrane protein
K08970	43.0	39.0	56.0	38.0	145.0	95.0	0.0	nickel/cobalt exporter
K03082	187.0	274.0	228.0	313.0	391.0	209.0	0.0	hexulose-6-phosphate isomerase [EC:5.-.-.-]
K03080	1.0	0.0	0.0	0.0	2.0	0.0	0.0	L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]
K08974	37.0	27.0	44.0	46.0	82.0	72.0	0.0	putative membrane protein
K13868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	solute carrier family 7 (L-type amino acid transporter), member 9
K00918	2.0	0.0	1.0	1.0	3.0	6.0	0.0	ADP-specific phosphofructokinase [EC:2.7.1.146]; ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]
K01553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	myosin ATPase [EC:3.6.4.1]
K12214	1.0	3.0	0.0	6.0	3.0	3.0	0.0	intracellular multiplication protein IcmL
K11646	15.0	14.0	13.0	10.0	32.0	23.0	0.0	dehydroquinate synthase II [EC:1.4.1.-]
K11645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2-amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid synthase [EC:4.1.2.-]
K11641	2.0	4.0	9.0	13.0	8.0	4.0	0.0	two-component system, LytT family, response regulator NatR
K11640	2.0	4.0	9.0	13.0	8.0	4.0	0.0	two-component system, LytT family, sensor histidine kinase NatK [EC:2.7.13.3]
K12736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	peptidylprolyl isomerase domain and WD repeat-containing protein 1 [EC:5.2.1.8]
K12733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	peptidyl-prolyl cis-trans isomerase-like 1 [EC:5.2.1.8]
K07507	479.0	521.0	453.0	674.0	803.0	562.0	0.0	putative Mg2+ transporter-C (MgtC) family protein
K07506	443.0	547.0	432.0	686.0	695.0	440.0	0.0	AraC family transcriptional regulator
K07505	10.0	6.0	4.0	8.0	7.0	5.0	0.0	hypothetical protein
K07504	19.0	15.0	16.0	16.0	52.0	29.0	0.0	hypothetical protein
K07503	143.0	140.0	138.0	273.0	231.0	195.0	0.0	hypothetical protein
K07502	208.0	135.0	118.0	226.0	197.0	222.0	0.0	hypothetical protein
K07501	36.0	34.0	34.0	39.0	107.0	58.0	0.0	hypothetical protein
K07500	0.0	0.0	1.0	0.0	0.0	0.0	0.0	hypothetical protein
K07509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	acetyl-CoA acyltransferase [EC:2.3.1.16]
K07508	12.0	8.0	5.0	6.0	25.0	15.0	0.0	acetyl-CoA acyltransferase 2 [EC:2.3.1.16]
K11422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	histone-lysine N-methyltransferase SETD1 [EC:2.1.1.43]
K08698	0.0	6.0	3.0	3.0	26.0	3.0	0.0	carbon dioxide concentrating mechanism protein CcmM
K10773	849.0	846.0	705.0	1153.0	1321.0	982.0	0.0	endonuclease III [EC:4.2.99.18]
K10774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tyrosine ammonia-lyase [EC:4.3.1.23]
K14286	0.0	0.0	2.0	0.0	0.0	0.0	0.0	alanine-glyoxylate aminotransferase 2-like [EC:2.6.1.-]
K10778	171.0	241.0	212.0	290.0	371.0	197.0	0.0	AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]
K14287	8.0	13.0	15.0	5.0	35.0	13.0	0.0	methionine aminotransferase [EC:2.6.1.-]
K00140	783.0	828.0	772.0	1287.0	1377.0	976.0	0.0	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]; methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.27]
K05501	8.0	14.0	14.0	5.0	39.0	13.0	0.0	TetR/AcrR family transcriptional regulator
K01903	651.0	704.0	618.0	1050.0	1107.0	781.0	0.0	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
K01902	645.0	700.0	603.0	1050.0	1065.0	750.0	0.0	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
K01905	44.0	64.0	51.0	56.0	60.0	63.0	0.0	acetyl-CoA synthetase (ADP-forming) [EC:6.2.1.13]
K01904	2.0	0.0	0.0	1.0	0.0	1.0	0.0	4-coumarate--CoA ligase [EC:6.2.1.12]
K01907	154.0	171.0	153.0	335.0	267.0	218.0	0.0	acetoacetyl-CoA synthetase [EC:6.2.1.16]
K01906	12.0	14.0	16.0	31.0	28.0	29.0	0.0	6-carboxyhexanoate--CoA ligase [EC:6.2.1.14]
K01909	3.0	5.0	4.0	16.0	8.0	3.0	0.0	long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:6.2.1.20]
K01908	51.0	53.0	60.0	64.0	139.0	82.0	0.0	propionyl-CoA synthetase [EC:6.2.1.17]
